,District,State,LokSabhaConstituency,Constituency,No,Type,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,PartyShort
995,North 24 Parganas,WEST BENGAL,BANGAON,BANGAON,14.0,SC,Kapil Krishna Thakur,All India Trinamool Congress,1540713.0,1283688.0,83.3 %,146601.0,11.4%,AITC
996,North 24 Parganas,WEST BENGAL,BARASAT,BARASAT,17.0,GEN,Dr. Kakali Ghoshdostidar,All India Trinamool Congress,1512792.0,1269331.0,83.9 %,173141.0,13.6%,AITC
997,North 24 Parganas,WEST BENGAL,BARRACKPUR,BARRACKPUR,15.0,GEN,Dinesh Trivedi,All India Trinamool Congress,1287222.0,1051130.0,81.7 %,206773.0,19.7%,AITC
998,North 24 Parganas,WEST BENGAL,BASIRHAT,BASIRHAT,18.0,GEN,Idris Ali,All India Trinamool Congress,1490596.0,1273771.0,85.5 %,109659.0,8.6%,AITC
999,North 24 Parganas,WEST BENGAL,DUM DUM,DUM DUM,16.0,GEN,Saugata Roy,All India Trinamool Congress,1405981.0,1132644.0,80.6 %,154934.0,13.7%,AITC
1000,North 24 Parganas,WEST BENGAL,MATHURAPUR,MATHURAPUR,20.0,SC,Choudhury Mohan Jatua,All India Trinamool Congress,1488784.0,1265531.0,85.0 %,138436.0,10.9%,AITC
1001,Paschim Medinipur,WEST BENGAL,ARAMBAG,ARAMBAG,29.0,SC,Aparupa Poddar (AFRIN ALI),All India Trinamool Congress,1600293.0,1361934.0,85.1 %,346845.0,25.5%,AITC
1002,Paschim Medinipur,WEST BENGAL,GHATAL,GHATAL,32.0,GEN,Adhikari Deepak (DEV),All India Trinamool Congress,1610489.0,1366709.0,84.9 %,260891.0,19.1%,AITC
1003,Paschim Medinipur,WEST BENGAL,JHARGRAM,JHARGRAM,33.0,ST,Uma Saren,All India Trinamool Congress,1475112.0,1257613.0,85.3 %,347883.0,27.7%,AITC
1004,Paschim Medinipur,WEST BENGAL,MEDINIPUR,MEDINIPUR,34.0,GEN,Sandhya Roy,All India Trinamool Congress,1499673.0,1260032.0,84.0 %,184666.0,14.7%,AITC
1005,Purba Medinipur,WEST BENGAL,GHATAL,GHATAL,32.0,GEN,Adhikari Deepak (DEV),All India Trinamool Congress,1610489.0,1366709.0,84.9 %,260891.0,19.1%,AITC
1006,Purba Medinipur,WEST BENGAL,KANTHI,KANTHI,31.0,GEN,Adhikari Sisir Kumar,All India Trinamool Congress,1490409.0,1290811.0,86.6 %,229490.0,17.8%,AITC
1007,Purba Medinipur,WEST BENGAL,MEDINIPUR,MEDINIPUR,34.0,GEN,Sandhya Roy,All India Trinamool Congress,1499673.0,1260032.0,84.0 %,184666.0,14.7%,AITC
1008,Purba Medinipur,WEST BENGAL,TAMLUK,TAMLUK,30.0,GEN,Adhikari Suvendu,All India Trinamool Congress,1527273.0,1337684.0,87.6 %,246481.0,18.4%,AITC
1009,Purulia,WEST BENGAL,BANKURA,BANKURA,36.0,GEN,Sreemati Dev Varma (MOON MOON SEN),All India Trinamool Congress,1503812.0,1236319.0,82.2 %,98506.0,8.0%,AITC
1010,Purulia,WEST BENGAL,JHARGRAM,JHARGRAM,33.0,ST,Uma Saren,All India Trinamool Congress,1475112.0,1257613.0,85.3 %,347883.0,27.7%,AITC
1011,Purulia,WEST BENGAL,PURULIA,PURULIA,35.0,GEN,Dr. Mriganka Mahato,All India Trinamool Congress,1471933.0,1204675.0,81.8 %,153877.0,12.8%,AITC
1012,South 24 Parganas,WEST BENGAL,DIAMOND HARBOUR,DIAMOND HARBOUR,21.0,GEN,Abhishek Banerjee,All India Trinamool Congress,1555914.0,1261296.0,81.1 %,71298.0,5.7%,AITC
1013,South 24 Parganas,WEST BENGAL,JADAVPUR,JADAVPUR,22.0,GEN,Sugata Bose,All India Trinamool Congress,1595746.0,1272362.0,79.7 %,125203.0,9.8%,AITC
1014,South 24 Parganas,WEST BENGAL,JAYNAGAR,JAYNAGAR,19.0,SC,Pratima Mondal,All India Trinamool Congress,1458724.0,1186052.0,81.3 %,108384.0,9.1%,AITC
1015,South 24 Parganas,WEST BENGAL,KOLKATA DAKSHIN,KOLKATA DAKSHIN,23.0,GEN,Subrata Bakshi,All India Trinamool Congress,1685296.0,1167979.0,69.3 %,136339.0,11.7%,AITC
1016,Uttar Dinajpur,WEST BENGAL,BALURGHAT,BALURGHAT,6.0,GEN,Arpita Ghosh,All India Trinamool Congress,1254497.0,1063053.0,84.7 %,106964.0,10.1%,AITC
1017,Uttar Dinajpur,WEST BENGAL,DARJEELING,DARJEELING,4.0,GEN,S.S.Ahluwalia,Bharatiya Janta Party,1437126.0,1142009.0,79.5 %,197239.0,17.3%,BJP
1018,Uttar Dinajpur,WEST BENGAL,RAIGANJ,RAIGANJ,5.0,GEN,Md. Salim,Communist Party Of India (MARXIST),1387526.0,1108193.0,79.9 %,1634.0,0.1%,CPIM
1019,Anjaw,ARUNACHAL PRADESH,ARUNACHAL EAST,ARUNACHAL EAST,2.0,GEN,Ninong Ering,Indian National Congress,312872.0,261291.0,83.5 %,12478.0,4.8%,INC
1020,Kra Daadi,ARUNACHAL PRADESH,ARUNACHAL WEST,ARUNACHAL WEST,1.0,GEN,Kiren Rijiju,Bharatiya Janta Party,446515.0,335665.0,75.2 %,41738.0,12.4%,BJP
1021,Kurung Kumey,ARUNACHAL PRADESH,ARUNACHAL WEST,ARUNACHAL WEST,1.0,GEN,Kiren Rijiju,Bharatiya Janta Party,446515.0,335665.0,75.2 %,41738.0,12.4%,BJP
1022,Longding,ARUNACHAL PRADESH,ARUNACHAL EAST,ARUNACHAL EAST,2.0,GEN,Ninong Ering,Indian National Congress,312872.0,261291.0,83.5 %,12478.0,4.8%,INC
1023,Lower Dibang Valley,ARUNACHAL PRADESH,ARUNACHAL EAST,ARUNACHAL EAST,2.0,GEN,Ninong Ering,Indian National Congress,312872.0,261291.0,83.5 %,12478.0,4.8%,INC
1024,Lower Siang,ARUNACHAL PRADESH,ARUNACHAL EAST,ARUNACHAL EAST,2.0,GEN,Ninong Ering,Indian National Congress,312872.0,261291.0,83.5 %,12478.0,4.8%,INC
1025,Lower Siang,ARUNACHAL PRADESH,ARUNACHAL WEST,ARUNACHAL WEST,1.0,GEN,Kiren Rijiju,Bharatiya Janta Party,446515.0,335665.0,75.2 %,41738.0,12.4%,BJP
1026,Namsai,ARUNACHAL PRADESH,ARUNACHAL EAST,ARUNACHAL EAST,2.0,GEN,Ninong Ering,Indian National Congress,312872.0,261291.0,83.5 %,12478.0,4.8%,INC
1027,Papum Pare,ARUNACHAL PRADESH,ARUNACHAL WEST,ARUNACHAL WEST,1.0,GEN,Kiren Rijiju,Bharatiya Janta Party,446515.0,335665.0,75.2 %,41738.0,12.4%,BJP
1028,Siang,ARUNACHAL PRADESH,ARUNACHAL EAST,ARUNACHAL EAST,2.0,GEN,Ninong Ering,Indian National Congress,312872.0,261291.0,83.5 %,12478.0,4.8%,INC
1029,Siang,ARUNACHAL PRADESH,ARUNACHAL WEST,ARUNACHAL WEST,1.0,GEN,Kiren Rijiju,Bharatiya Janta Party,446515.0,335665.0,75.2 %,41738.0,12.4%,BJP
1030,Upper Siang,ARUNACHAL PRADESH,ARUNACHAL EAST,ARUNACHAL EAST,2.0,GEN,Ninong Ering,Indian National Congress,312872.0,261291.0,83.5 %,12478.0,4.8%,INC
1031,Baksa,ASSAM,KOKRAJHAR,KOKRAJHAR,5.0,ST,Naba Kumar Sarania (HIRA),Independent,1505476.0,1223869.0,81.3 %,355779.0,29.1%,Ind
1032,Biswanath,ASSAM,TEZPUR,TEZPUR,9.0,GEN,Ram Prasad Sarmah,Bharatiya Janta Party,1259568.0,980688.0,77.9 %,86020.0,8.8%,BJP
1033,Charaideo,ASSAM,JORHAT,JORHAT,12.0,GEN,Kamakhya Prasad Tasa,Bharatiya Janta Party,1234448.0,931336.0,75.5 %,102420.0,11.0%,BJP
1034,Chirang,ASSAM,KOKRAJHAR,KOKRAJHAR,5.0,ST,Naba Kumar Sarania (HIRA),Independent,1505476.0,1223869.0,81.3 %,355779.0,29.1%,Ind
1035,Hojai,ASSAM,NOWGONG,NOWGONG,10.0,GEN,Rajen Gohain,Bharatiya Janta Party,1523881.0,1230074.0,80.7 %,143559.0,11.7%,BJP
1036,Majuli,ASSAM,LAKHIMPUR,LAKHIMPUR,14.0,GEN,Sarbananda Sonowal,Bharatiya Janta Party,1430994.0,1111975.0,77.7 %,292138.0,26.3%,BJP
1037,South Salamara-Mankachar,ASSAM,DHUBRI,DHUBRI,4.0,GEN,Badruddin Ajmal,All India United Democratic Front,1552554.0,1369624.0,88.2 %,229730.0,16.8%,AIUDF
1038,West Karbi Anglong,ASSAM,AUTONOMOUS DISTRICT,AUTONOMOUS DISTRICT,3.0,ST,Biren Singh Engti,Indian National Congress,701890.0,543280.0,77.4 %,24095.0,4.4%,INC
1039,Balod,CHHATTISGARH,KANKER,KANKER,11.0,ST,Vikram Dev Usendi,Bharatiya Janta Party,1447774.0,1016943.0,70.2 %,35158.0,3.5%,BJP
1040,Baloda Bazar,CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR-CHAMPA,3.0,SC,Kamla Patle,Bharatiya Janta Party,1737532.0,1073347.0,61.8 %,174961.0,16.3%,BJP
1041,Baloda Bazar,CHHATTISGARH,RAIPUR,RAIPUR,8.0,GEN,Ramesh Bais,Bharatiya Janta Party,1904230.0,1250845.0,65.7 %,171646.0,13.7%,BJP
1042,Balrampur,CHHATTISGARH,SURGUJA,SURGUJA,1.0,ST,Kamalbhan Singh Marabi,Bharatiya Janta Party,1523072.0,1187321.0,78.0 %,147236.0,12.4%,BJP
1043,Bemetara,CHHATTISGARH,DURG,DURG,7.0,GEN,Tamradhwaj Sahu,Indian National Congress,1855781.0,1258342.0,67.8 %,16848.0,1.3%,INC
1044,Bijapur,CHHATTISGARH,BASTAR,BASTAR,10.0,ST,Dinesh Kashyap,Bharatiya Janta Party,1298059.0,769913.0,59.3 %,124359.0,16.2%,BJP
1045,Gariaband,CHHATTISGARH,MAHASAMUND,MAHASAMUND,9.0,GEN,Chandu Lal Sahu (CHANDU BHAIYA),Bharatiya Janta Party,1515747.0,1131209.0,74.6 %,1217.0,0.1%,BJP
1046,Kondagaon,CHHATTISGARH,KANKER,KANKER,11.0,ST,Vikram Dev Usendi,Bharatiya Janta Party,1447774.0,1016943.0,70.2 %,35158.0,3.5%,BJP
1047,Kondagaon,CHHATTISGARH,BASTAR,BASTAR,10.0,ST,Dinesh Kashyap,Bharatiya Janta Party,1298059.0,769913.0,59.3 %,124359.0,16.2%,BJP
1048,Mungeli,CHHATTISGARH,BILASPUR,BILASPUR,5.0,GEN,Lakhan Lal Sahu,Bharatiya Janta Party,1727325.0,1090457.0,63.1 %,176436.0,16.2%,BJP
1049,Narayanpur,CHHATTISGARH,BASTAR,BASTAR,10.0,ST,Dinesh Kashyap,Bharatiya Janta Party,1298059.0,769913.0,59.3 %,124359.0,16.2%,BJP
1050,Sukma,CHHATTISGARH,BASTAR,BASTAR,10.0,ST,Dinesh Kashyap,Bharatiya Janta Party,1298059.0,769913.0,59.3 %,124359.0,16.2%,BJP
1051,Surajpur,CHHATTISGARH,SURGUJA,SURGUJA,1.0,ST,Kamalbhan Singh Marabi,Bharatiya Janta Party,1523072.0,1187321.0,78.0 %,147236.0,12.4%,BJP
1052,Shahdara,DELHI,EAST DELHI,EAST DELHI,3.0,GEN,Maheish Girri,Bharatiya Janta Party,1829578.0,1196336.0,65.4 %,190463.0,15.9%,BJP
1053,South East Delhi,DELHI,SOUTH DELHI,SOUTH DELHI,7.0,GEN,Ramesh Bidhuri,Bharatiya Janta Party,1752741.0,1102410.0,62.9 %,107000.0,9.7%,BJP
1054,Aravalli,GUJARAT,SABARKANTHA,SABARKANTHA,5.0,GEN,Rathod Dipsinh Shankarsinh,Bharatiya Janta Party,1615840.0,1094002.0,67.7 %,84455.0,7.7%,BJP
1055,Botad,GUJARAT,BHAVNAGAR,BHAVNAGAR,15.0,GEN,Dr. Bharatiben Dhirubhai Shiyal,Bharatiya Janta Party,1594531.0,917402.0,57.5 %,295488.0,32.2%,BJP
1056,Chhota Udaipur,GUJARAT,CHHOTA UDAIPUR,CHHOTA UDAIPUR,21.0,ST,Ramsinh Rathwa,Bharatiya Janta Party,1536305.0,1100542.0,71.6 %,179729.0,16.3%,BJP
1057,Devbhoomi Dwarka,GUJARAT,JAMNAGAR,JAMNAGAR,12.0,GEN,Poonamben Hematbhai Maadam,Bharatiya Janta Party,1470952.0,852643.0,58.0 %,175289.0,20.6%,BJP
1058,Gir Somnath,GUJARAT,JUNAGADH,JUNAGADH,13.0,GEN,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,1485543.0,941378.0,63.4 %,135832.0,14.4%,BJP
1059,Mahisagar,GUJARAT,PANCHMAHAL,PANCHMAHAL,18.0,GEN,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1576667.0,933461.0,59.2 %,170596.0,18.3%,BJP
1060,Mahisagar,GUJARAT,DAHOD,DAHOD,19.0,ST,Jasvantsinh Sumanbhai Bhabhor,Bharatiya Janta Party,1411765.0,900381.0,63.8 %,230354.0,25.6%,BJP
1061,Morbi,GUJARAT,RAJKOT,RAJKOT,10.0,GEN,Kundariya Mohanbhai Kalyanjibhai,Bharatiya Janta Party,1655717.0,1057069.0,63.8 %,246428.0,23.3%,BJP
1062,Tapi,GUJARAT,BARDOLI,BARDOLI,23.0,ST,Vasava Parbhubhai Nagarbhai,Bharatiya Janta Party,1614106.0,1206179.0,74.7 %,123884.0,10.3%,BJP
1063,Charkhi Dadri,HARYANA,BHIWANI-MAHENDRAGARH,BHIWANI-MAHENDRAGARH,8.0,GEN,Dharambir S/o Bhale Ram,Bharatiya Janta Party,1473912.0,1030431.0,69.9 %,129394.0,12.6%,BJP
1064,Mewat,HARYANA,GURGAON,GURGAON,9.0,GEN,Inderjit Singh Rao,Bharatiya Janta Party,1845623.0,1320619.0,71.6 %,274722.0,20.8%,BJP
1065,Palwal,HARYANA,FARIDABAD,FARIDABAD,10.0,GEN,Krishan Pal,Bharatiya Janta Party,1740352.0,1130726.0,65.0 %,466873.0,41.3%,BJP
1066,Jamtara,JHARKHAND,DUMKA,DUMKA,2.0,ST,Shibu Soren,Jharkhand Mukti Morcha,1247155.0,903060.0,72.4 %,39030.0,4.3%,JMM
1067,Khunti,JHARKHAND,KHUNTI,KHUNTI,11.0,ST,Karia Munda,Bharatiya Janta Party,1111852.0,736955.0,66.3 %,92248.0,12.5%,BJP
1068,Latehar,JHARKHAND,CHATRA,CHATRA,4.0,GEN,Sunil Kumar Singh,Bharatiya Janta Party,1312545.0,712971.0,54.3 %,178026.0,25.0%,BJP
1069,Ramgarh,JHARKHAND,HAZARIBAGH,HAZARIBAGH,14.0,GEN,Jayant Sinha,Bharatiya Janta Party,1518831.0,967152.0,63.7 %,159128.0,16.5%,BJP
1070,Seraikela Kharsawan,JHARKHAND,RANCHI,RANCHI,8.0,GEN,Ram Tahal Choudhary,Bharatiya Janta Party,1648464.0,1049783.0,63.7 %,199303.0,19.0%,BJP
1071,Seraikela Kharsawan,JHARKHAND,SINGHBHUM,SINGHBHUM,10.0,ST,Laxman Giluwa,Bharatiya Janta Party,1152570.0,795286.0,69.0 %,87524.0,11.0%,BJP
1072,Seraikela Kharsawan,JHARKHAND,KHUNTI,KHUNTI,11.0,ST,Karia Munda,Bharatiya Janta Party,1111852.0,736955.0,66.3 %,92248.0,12.5%,BJP
1073,Simdega,JHARKHAND,KHUNTI,KHUNTI,11.0,ST,Karia Munda,Bharatiya Janta Party,1111852.0,736955.0,66.3 %,92248.0,12.5%,BJP
1074,Chikkballapur,KARNATAKA,KOLAR,KOLAR,28.0,SC,K.H.Muniyappa,Indian National Congress,1492975.0,1127323.0,75.5 %,47850.0,4.2%,INC
1075,Chikkballapur,KARNATAKA,CHIKKBALLAPUR,CHIKKBALLAPUR,27.0,GEN,M Veerappa Moily,Indian National Congress,1658342.0,1263274.0,76.2 %,9520.0,0.8%,INC
1076,Ramanagara,KARNATAKA,BANGALORE RURAL,BANGALORE RURAL,23.0,GEN,D K Suresh,Indian National Congress,2190397.0,1455244.0,66.4 %,231480.0,15.9%,INC
1077,Yadgir,KARNATAKA,RAICHUR,RAICHUR,6.0,ST,B.V.Nayak,Indian National Congress,1661606.0,968889.0,58.3 %,1499.0,0.2%,INC
1078,Yadgir,KARNATAKA,GULBARGA,GULBARGA,5.0,SC,Mallikarjun Kharge,Indian National Congress,1721990.0,997638.0,57.9 %,74733.0,7.5%,INC
1079,Agar Malwa,MADHYA PRADESH,DEWAS,DEWAS,21.0,SC,Manohar Untwal,Bharatiya Janta Party,1617215.0,1143968.0,70.7 %,260313.0,22.8%,BJP
1080,Alirajpur,MADHYA PRADESH,RATLAM,RATLAM,24.0,ST,Dileepsingh Bhuria,Bharatiya Janta Party,1702648.0,1082681.0,63.6 %,108447.0,10.0%,BJP
1081,Singrauli,MADHYA PRADESH,SIDHI,SIDHI,11.0,GEN,Riti Pathak,Bharatiya Janta Party,1736050.0,989396.0,57.0 %,108046.0,10.9%,BJP
1082,Palghar,MAHARASHTRA,PALGHAR,PALGHAR,22.0,ST,Adv. Chintaman Navasha Wanga,Bharatiya Janta Party,1578077.0,992618.0,62.9 %,239520.0,24.1%,BJP
1083,Jiribam,MANIPUR,OUTER MANIPUR,OUTER MANIPUR,2.0,ST,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0 %,15637.0,2.0%,INC
1084,Kakching,MANIPUR,OUTER MANIPUR,OUTER MANIPUR,2.0,ST,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0 %,15637.0,2.0%,INC
1085,Kamjong,MANIPUR,OUTER MANIPUR,OUTER MANIPUR,2.0,ST,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0 %,15637.0,2.0%,INC
1086,Kangpokpi,MANIPUR,OUTER MANIPUR,OUTER MANIPUR,2.0,ST,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0 %,15637.0,2.0%,INC
1087,Noney,MANIPUR,OUTER MANIPUR,OUTER MANIPUR,2.0,ST,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0 %,15637.0,2.0%,INC
1088,Pherzawl,MANIPUR,OUTER MANIPUR,OUTER MANIPUR,2.0,ST,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0 %,15637.0,2.0%,INC
1089,Tengnoupal,MANIPUR,OUTER MANIPUR,OUTER MANIPUR,2.0,ST,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0 %,15637.0,2.0%,INC
1090,East Jaintia Hills,MEGHALAYA,SHILLONG,SHILLONG,1.0,ST,Vincent H. Pala,Indian National Congress,980740.0,619987.0,63.2 %,40379.0,6.5%,INC
1091,North Garo Hills,MEGHALAYA,TURA,TURA,2.0,ST,Purno Agitok Sangma,National People's Party,586501.0,458071.0,78.1 %,39716.0,8.7%,NPP
1092,South West Garo Hills,MEGHALAYA,TURA,TURA,2.0,ST,Purno Agitok Sangma,National People's Party,586501.0,458071.0,78.1 %,39716.0,8.7%,NPP
1093,South West Khasi Hills,MEGHALAYA,SHILLONG,SHILLONG,1.0,ST,Vincent H. Pala,Indian National Congress,980740.0,619987.0,63.2 %,40379.0,6.5%,INC
1094,Dimapur,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
1095,Kiphire,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
1096,Longleng,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
1097,Peren,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
1098,Barnala,PUNJAB,SANGRUR,SANGRUR,12.0,GEN,Bhagwant Mann,Aam Aadmi Party,1424743.0,1099467.0,77.2 %,211721.0,19.3%,AAP
1099,Fazilka,PUNJAB,FIROZPUR,FIROZPUR,10.0,GEN,Sher Singh Ghubaya,Shiromani Akali Dal,1522111.0,1105412.0,72.6 %,31420.0,2.8%,SAD
1100,Pathankot,PUNJAB,GURDASPUR,GURDASPUR,1.0,GEN,Vinod Khanna,Bharatiya Janta Party,1500337.0,1042699.0,69.5 %,136065.0,13.0%,BJP
1101,Mohali,PUNJAB,PATIALA,PATIALA,13.0,GEN,Dr. Dharam Vira Gandhi,Aam Aadmi Party,1580273.0,1120933.0,70.9 %,20942.0,1.9%,AAP
1102,Mohali,PUNJAB,ANANDPUR SAHIB,ANANDPUR SAHIB,6.0,GEN,Prem Singh Chandumajra,Shiromani Akali Dal,1564721.0,1086563.0,69.4 %,23697.0,2.2%,SAD
1103,Tarn Taran,PUNJAB,KHADOOR SAHIB,KHADOOR SAHIB,3.0,GEN,Ranjit Singh Brahmpura,Shiromani Akali Dal,1563256.0,1040518.0,66.6 %,100569.0,9.7%,SAD
1104,Pratapgarh,RAJASTHAN,CHITTORGARH,CHITTORGARH,21.0,GEN,Chandra Prakash Joshi,Bharatiya Janta Party,1818147.0,1172629.0,64.5 %,316857.0,27.0%,BJP
1105,Bhadradri Kothagudem,TELANGANA,,,,,,,,,,,,
1106,Jagtial,TELANGANA,,,,,,,,,,,,
1107,Jangaon,TELANGANA,,,,,,,,,,,,
1108,Jayashankar,TELANGANA,,,,,,,,,,,,
1109,Jogulamba,TELANGANA,,,,,,,,,,,,
1110,Kamareddy,TELANGANA,,,,,,,,,,,,
1111,Komaram Bheem,TELANGANA,,,,,,,,,,,,
1112,Mahabubabad,TELANGANA,,,,,,,,,,,,
1113,Mancherial,TELANGANA,,,,,,,,,,,,
1114,Medchal,TELANGANA,,,,,,,,,,,,
1115,Nagarkurnool,TELANGANA,,,,,,,,,,,,
1116,Nirmal,TELANGANA,,,,,,,,,,,,
1117,Peddapalli,TELANGANA,,,,,,,,,,,,
1118,Rajanna Sircilla,TELANGANA,,,,,,,,,,,,
1119,Sangareddy,TELANGANA,,,,,,,,,,,,
1120,Siddipet,TELANGANA,,,,,,,,,,,,
1121,Suryapet,TELANGANA,,,,,,,,,,,,
1122,Vikarabad,TELANGANA,,,,,,,,,,,,
1123,Wanaparthy,TELANGANA,,,,,,,,,,,,
1124,Warangal Rural,TELANGANA,,,,,,,,,,,,
1125,Warangal Urban,TELANGANA,,,,,,,,,,,,
1126,Yadadri Bhuvanagiri,TELANGANA,,,,,,,,,,,,
1127,Gomati,TRIPURA,TRIPURA EAST,TRIPURA EAST,2.0,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4 %,484358.0,50.9%,CPIM
1128,Gomati,TRIPURA,TRIPURA WEST,TRIPURA WEST,1.0,GEN,Sankar Prasad Datta,Communist Party Of India (MARXIST),1248550.0,1072749.0,85.9 %,503486.0,46.9%,CPIM
1129,Khowai,TRIPURA,TRIPURA EAST,TRIPURA EAST,2.0,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4 %,484358.0,50.9%,CPIM
1130,Sepahijala,TRIPURA,TRIPURA WEST,TRIPURA WEST,1.0,GEN,Sankar Prasad Datta,Communist Party Of India (MARXIST),1248550.0,1072749.0,85.9 %,503486.0,46.9%,CPIM
1131,Unakoti,TRIPURA,TRIPURA EAST,TRIPURA EAST,2.0,ST,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269.0,951110.0,83.4 %,484358.0,50.9%,CPIM
1132,Amethi,UTTAR PRADESH,AMETHI,AMETHI,37.0,GEN,Rahul Gandhi,Indian National Congress,1669843.0,874625.0,52.4 %,107903.0,12.3%,INC
1133,Hapur,UTTAR PRADESH,,,,,,,,,,,,
1134,Kanshiram Nagar,UTTAR PRADESH,ETAH,ETAH,22.0,GEN,Rajveer Singh (RAJU BHAIYA),Bharatiya Janta Party,1577457.0,926281.0,58.7 %,201001.0,21.7%,BJP
1135,Kanshiram Nagar,UTTAR PRADESH,FARRUKHABAD,FARRUKHABAD,40.0,GEN,Mukesh Rajput,Bharatiya Janta Party,1613781.0,970677.0,60.2 %,150502.0,15.5%,BJP
1136,Sambhal,UTTAR PRADESH,SAMBHAL,SAMBHAL,8.0,GEN,Satyapal Singh,Bharatiya Janta Party,1693245.0,1057002.0,62.4 %,5174.0,0.5%,BJP
1137,Sambhal,UTTAR PRADESH,BADAUN,BADAUN,23.0,GEN,Dharmendra Yadav,Samajwadi Party,1769145.0,1027594.0,58.1 %,166347.0,16.2%,SP
1138,Shamali,UTTAR PRADESH,KAIRANA,KAIRANA,2.0,GEN,Hukum Singh,Bharatiya Janta Party,1531755.0,1119324.0,73.1 %,236828.0,21.2%,BJP
1139,Alipurduar,WEST BENGAL,ALIPURDUARS,ALIPURDUARS,2.0,ST,Dasrath Tirkey,All India Trinamool Congress,1470911.0,1223566.0,83.2 %,21397.0,1.7%,AITC
1140,Jhargram,WEST BENGAL,JHARGRAM,JHARGRAM,33.0,ST,Uma Saren,All India Trinamool Congress,1475112.0,1257613.0,85.3 %,347883.0,27.7%,AITC
1141,Kalimpong,WEST BENGAL,DARJEELING,DARJEELING,4.0,GEN,S.S.Ahluwalia,Bharatiya Janta Party,1437126.0,1142009.0,79.5 %,197239.0,17.3%,BJP
1142,Paschim Bardhaman,WEST BENGAL,ASANSOL,ASANSOL,40.0,GEN,Babul Supriya Baral (BABUL SUPRIYO),Bharatiya Janta Party,1469684.0,1142395.0,77.7 %,70480.0,6.2%,BJP
1143,Paschim Bardhaman,WEST BENGAL,BARDHAMAN-DURGAPUR,BARDHAMAN-DURGAPUR,39.0,GEN,Dr. Mamtaz Sanghamita,All India Trinamool Congress,1583498.0,1331242.0,84.1 %,107331.0,8.1%,AITC
1144,Purba Bardhaman,WEST BENGAL,BARDHAMAN-DURGAPUR,BARDHAMAN-DURGAPUR,39.0,GEN,Dr. Mamtaz Sanghamita,All India Trinamool Congress,1583498.0,1331242.0,84.1 %,107331.0,8.1%,AITC
1145,Purba Bardhaman,WEST BENGAL,BARDHAMAN PURBA,BARDHAMAN PURBA,38.0,SC,Sunil Kumar Mondal,All India Trinamool Congress,1532244.0,1320922.0,86.2 %,114479.0,8.7%,AITC
1146,Purba Bardhaman,WEST BENGAL,BISHNUPUR,BISHNUPUR,37.0,SC,Khan Saumitra,All India Trinamool Congress,1466921.0,1272070.0,86.7 %,149685.0,11.8%,AITC
1147,Purba Bardhaman,WEST BENGAL,BOLPUR,BOLPUR,41.0,SC,Anupam Hazra,All India Trinamool Congress,1538429.0,1304756.0,84.8 %,236112.0,18.1%,AITC
